ID,Username,CreateDate,Biased,Keyword,CallingOut,Text
1701579586612687263,angeloinchina,2023-09-12 12:52:00+00:00,0,Jews,0,"Ukrainians and Russian used to live in peace for 100s of years, they would marry, mix to the point of not seeing or knowing the difference.
Then came EU and US, poured 5 billion dollars into Ukraine, pushed Nazi ideology, hijacked Ukraine's democracy....

Jews and Arabs, lived at peace with each other for thousands of years, then came the Zionists, Eastern Europeans converted to judaism, not even speaking Hebrew and with massive US/Western funding started to take up land and divide Jews and Arabs. They created Israel as an advance base in the Middle East to disrupt the Arab World.

It is ALWAYS about an external elements that uses the ancient strategy of ""divide and control"".
Never forget.... jews and Arabs were always brothers, Ukrainians and Russians were always brothers, Evil powers destroyed that."
1701629252028842330,emilykschrader,2023-09-12 16:10:00+00:00,0,Jews,0,"I am honored to be working with Hooman Khalili to bring the murals project to Israel. 

Together we have brought 5 murals supporting the people of Iran to the streets of Israel, a collaboration between Arabs and Jews in Israel standing in solidarity with the people of Iran against the regime. Each square contains a photo of a victim of the regime in the last year, over 1020 victims are featured and repeated several times. 

Today I’m excited to share the first mural honouring #MahsaAmini in my city, Tel Aviv!
#israelisloveiranians #mahsaday"
1701646852217598347,Yair_Rosenberg,2023-09-12 17:19:00+00:00,0,Jews,1,"Twitter's crack moderation in action:

Cartoonishly antisemitic post blaming Jews for 9/11 -> all good

Reply making fun of the antisemitic post -> Hidden because it ""may violate X's rules against Hateful Conduct"""
1701681471214305625,KhaledAbuToameh,2023-09-12 19:37:00+00:00,0,Jews,0,Had the honor of talking to Norwegian Foreign Minister Anniken Huitfeldt about the Palestinians and relations between Jews and Arabs inside Israel.
1701733241789530380,callmebraidi,2023-09-12 23:03:00+00:00,0,Jews,0,"https://youtu.be/K9Eu3upZNnQ
The Diaspora Jews Of Italy  ??
IUIC DIASPORA ??
••••••••••••••••••••••••••••••••••••
Visit Our Website Here ???????????
??https://solo.to/unitedinchrist"
1701734181523316884,LeoFrankPapers,2023-09-12 23:07:00+00:00,0,Jews,0,"September 12, 1916: Dorsey Assails Slaton and Jews https://leofrank.com/library/newspapers/new-york-times-1916-09-12-dorsey-assails-slaton-and-jews.pdf   (Tags: #NewYorkTimes #NYTimes #NYT #LeoFrank #Georgia #Atlanta)"
1701736974007292166,Very_0wn,2023-09-12 23:18:00+00:00,1,Jews,0,"""The Protocols"" and ""The International jew"" were forewarning agreements provided by the jews, notifying of the takeover. The same script from the Torah (in re to Canaan), nothing new.

Muh 'they were right!' is the proof for the mission accomplished.

Did anyone learn the lesson?"
1701737935488286748,intentionalisms,2023-09-12 23:21:00+00:00,1,Jews,0,"Evilest Jews (ultimate list)

1. Chaya Raichik 
2. Henry Kissinger 
3. Ivanka Trump
4. HAIM
5. Meir Kahane
6. Larry David 
7. Ayn Rand
8. Franz Josef I of Austria-Hungary
9. My third cousin 
10. Moses Maimonides https://x.com/TransJewBecc/s/TransJewBecc/status/1701447001815077227"
1701738228682981782,JComm_NewsFeeds,2023-09-12 23:23:00+00:00,0,Jews,0,"Rosh Hashanah: New Zionist simanim (symbols) for your meal - opinion: To deepen our vision, as 94% of Israeli Jews dip apples into honey, this Rosh Hashanah, let's add Zionist simanim (symbols) for unity. JPost http://dlvr.it/Sw19br"
1701738296840278050,goodgoosego,2023-09-12 23:23:00+00:00,1,Jews,0,Any online political figure that doesn’t speak about the pervasive parasitic relationship between the United States and Israel is either jewish or works for the jews. BAP being outed as a 1st generation Romanian jew is proof enough.
1701738487689441712,dimemami10,2023-09-12 23:24:00+00:00,1,Jews,0,"Christians, White and Black, marched in the 60s for civil rights. Two (2) Jews died with James Chaney many more white and black Christians. The racism that comes from the Jewish community is by exploitation. Farrakhan is honest about how he feels, Jews are dishonest."
1701738518576279953,Haitham47117914,2023-09-12 23:24:00+00:00,1,Jews,0,"The alleged Solomon's Temple does not even exist, it's a lie that only Jews believe it"
1701738577804083713,imminent_news,2023-09-12 23:24:00+00:00,0,Jews,1,"????  Antisemitism is a growing global phenomenon, with Jews facing more cases of violent attacks and acts of discrimination than ever before. #mostshared #israel http://ign.translated.com/summary/en/4503"
1701738586142359967,JonSutz,2023-09-12 23:24:00+00:00,0,Jews,1,"So it had nothing to do with the fact that the Palestinians have rejected every offer for peace, even when the Jews offered to give up 98% of their ancestral homeland. Every time, it is only the Jews who are demanded to make sacrifices. And every time, the Palestinians reject them. Because they will stop at nothing but to extinguish every Jew from their ancestral homeland, and retake every inch of it for ""Palestine.""

Do you figure your readers are imbeciles, Ken?"
1701738834277380565,FlatCath,2023-09-12 23:25:00+00:00,1,Jews,0,Jews killed Jesus. Do you also call that vile and inexcusable?
1701739253875528108,Nyxs1s,2023-09-12 23:27:00+00:00,1,Jews,0,"Vile, these people are absolutely vile. Imagine Christians treating Jews this badly."
1701739340576039371,mdrealresults,2023-09-12 23:27:00+00:00,0,Jews,1,You think Jews resisting proselytizing by Christians is racist? LMAO ????????
1701739717035995175,Cazonci98,2023-09-12 23:29:00+00:00,0,Jews,1,"Traditional Judiasm is against abortion you low IQ idiot lol.

No wonder religious Jews don't come to Christ. Idiots like you assume that the secular and reform Jews (the Unitarian Universalist of Judiasm) represents what Judiasm traditionally taught."
1701739899827745079,simchaarona,2023-09-12 23:29:00+00:00,0,Jews,0,Catholic Church Beatifies Polish Family that Defied Nazis to Save Jews
1701740499365662966,TheBigTicketJS,2023-09-12 23:32:00+00:00,0,Jews,0,Maybe don’t talk about Jesus to Orthodox Jews.
1701740715938845078,woodylemonlime,2023-09-12 23:32:00+00:00,1,Jews,0,Dumb jews push #Bidenomics ruination
1701740830006939800,TheyThemItalian,2023-09-12 23:33:00+00:00,1,Jews,1,"how would ""the jews"" or the adl in particular have any sway over twitter policy when the guy in charge of the website does five seig heils every morning and openly discusses that he hates them"
1701741191744704645,_TheLaundryMat,2023-09-12 23:34:00+00:00,1,Jews,0,"Is this truly Jewish Religious belief?!

Jews are Gods chosen people; the elite and the pure-
blooded, while all others (non-Jews, Goyims, gentiles) are animal
souls incarnated into human bodies to serve the Jews. Killing a human
animal is just a sport like hunting deer or birds."
1701741577939378562,Thomas_Banacek,2023-09-12 23:36:00+00:00,1,Jews,1,"It appears that, unbeknownst to everyone else, france is running everything in the western hemisphere. At least it’s not the Jews!"
1701741756470132984,forum_horse,2023-09-12 23:37:00+00:00,1,Jews,0,Wow did you guys know the Jews are actually the victims here?They cry out in pain as they spit on you and hit you.
1701741935386406952,sinner_sainted,2023-09-12 23:37:00+00:00,0,Jews,0,"When certain jewish people respond to any criticism (irrelevant to them being jews) with ""You hate jews"" and ""you're a white supremacist"" they lose the right to be taken seriously."
1701742013673087343,lorileelilli,2023-09-12 23:38:00+00:00,0,Jews,0,This is terrible.. I support Israel and most Christians do.. those brats wouldn’t be there if Christians didn’t help the Jews get their land back.. I’m very upset about this!
1701742262672318550,grandolAmerica,2023-09-12 23:39:00+00:00,1,Jews,0,Jews obviously get triggered by JESUS'S NAME! ONLY DEMONS DO THIS!
1701742595334881704,BaratEllman,2023-09-12 23:40:00+00:00,0,Jews,0,"Of all my affiliations, I am most proud of being part of ?
@JFREJNYC
?, Jews for Racial and Economic Justice, an organization that lives its values and is committed to building the world we need, long for and which is the road to redemption"
1701742659482632665,trentengland,2023-09-12 23:40:00+00:00,0,Jews,0,"I'm confused by how many Jews are Christian Nationalists, according to the Left."
1701742788952420494,rebel55cape,2023-09-12 23:41:00+00:00,0,Jews,0,But the Jews need their own land. There are 22 Muslim countries. When the Jews lived in other countries they were oppressed and killed by Christians with the cross in front. They needed their own land to protect themselves.
1701742934574370972,jewish_uk,2023-09-12 23:41:00+00:00,0,Jews,0,"Narratives get flipped all the time, and good guys and bad exchange, but one thing is consistent, Israel is hated and Jews are blamed."
1701743067374465239,ManicWretched,2023-09-12 23:42:00+00:00,1,Jews,0,"#Sickening how these holier than thou jews act, hell they may as well be Muslim by the level of tolerance they show these women! I bet they beat the hell out of their women if they say something they don’t like! How in the hell do people uphold the Jew? 6 million my ass!"
1701743116720455750,Will_Evans_Jr,2023-09-12 23:42:00+00:00,0,Jews,0,This top black men an jews might be trying to tame white tyrants and end up raping them. It happens to girls in the south that charm things the town think they haven't earned. Nobody really believes in truth love with group think. Grabby.
1701743132851818772,DeborahBaigrie,2023-09-12 23:42:00+00:00,0,Jews,1,"That’s a generalization. Jews may not believe Jesus is the path to God, but these Chasidic Jews who study the Talmud believe that “goyim” are no better than animals and should be killed. There are radicals in every religion. (I’m Jewish and I don’t believe that)"
1701743742351233331,RickKaufman1,2023-09-12 23:45:00+00:00,0,Jews,1,Funny to me how Henry Ford said of hiring his workers “as long as their not negros or Jews” is overlooked by Ryan Blaney fans but yeah what an advocate for progress Blaney is
1701743832587436228,SolBlog,2023-09-12 23:45:00+00:00,0,Jews,1,"Several million Jews are not gathered in Israel for a couple billion Christians to have one stop shopping for their proselytizing. Israel is not America. It's not even Canada. There are guardrails necessary for everyone in a multi-religious state (decidedly NOT a ""melting pot"") to minimize friction. I notice these ""Christians"" love the Jews so much they instigated an incident then posted it on the internet to stoke outrage. Lovely people."
1701744053870834081,Will_C_d_V,2023-09-12 23:46:00+00:00,1,Jews,0,"Oh dear!. Listen intently. 
“The godly thing for me to do is to kill you.” 
Jews using this tired argument of Idol worshippers is Sad. Sad. Sad. The Jews continue raising the stakes of erasing Jesus from Israel."
1701744094282666291,JanjuaShibli,2023-09-12 23:46:00+00:00,1,Jews,0,This is #Israel these are the #jew children - any comments?
1701744100796473619,KaworuGroyper,2023-09-12 23:46:00+00:00,1,Jews,0,"Filing this annoyance under ""The Jews"""
1701744225476342147,Haitham47117914,2023-09-12 23:46:00+00:00,1,Jews,0,We are not fighting Jews because of their religion. We fight against those who occupy our lands.
1701744405881720888,SaveSJarrah,2023-09-12 23:47:00+00:00,0,Jews,0,"Seven Israeli teenagers have been arrested over a pair of videos circulated on social media that depicted violent confrontations between two gangs of Jewish in Petah Tikva. The first video shows a Jew being beaten by other Jews, in a public park. #IsraeliTerrorism #PetahTikva https://x.com/rasathaber/sta/rasathaber/status/1701492124116529217"
1701744435682255155,dogmaticaddict,2023-09-12 23:47:00+00:00,0,Jews,0,"These are Haredim, the most radical Jews in Israel. They are a menace and most Israelis aren’t fans."
1701745025074254334,TorahJews,2023-09-12 23:50:00+00:00,0,Jews,0,"BREAKING: The Central Rabbinical Congress has released a powerful statement against the ADL & AIPAC for politicizing antisemitism.

""The Torah teaches us to be a gentle & humble people. Boycott, sanctions & the like are not the Torah's way. Criticizing Israel is not antisemitism!""

The CRC has over 300 Rabbis as members. Link to their Wikipedia page: https://en.wikipedia.org/wiki/Central_Rabbinical_Congress

CC: 
@elonmusk
 
@JGreenblattADL
  
@netanyahu
 
@AliAbunimah
 
@MEMRIReports
 
@abierkhatib"
1701745243279036573,jamespyles,2023-09-12 23:50:00+00:00,0,Jews,0,"New York has the biggest single population of Jews of any city in the U.S. Are Yom Kippur, Rosh Hashanah, Passover, Sukkot, and Shavuot also official school holidays?"
1701745255173808208,filafresh,2023-09-12 23:51:00+00:00,0,Jews,1,"#ElonMuskIsaGiantTurd ""Antisemitism on Elon Musk’s X is surging and dredging up many ancient, defamatory themes of blaming Jews"" here: https://l.smartnews.com/p-V3KCE/Ox0aHq 
To read it on the web, tap here: https://l.smartnews.com/6GWop/Ox0aHq"
1701745391044055113,drdivine,2023-09-12 23:51:00+00:00,0,Jews,0,‘Are Most Jews Evil?’: Top US University Hosting ‘Palestine Literature Festival’ Featuring Avid Anti-Zionists
1701745771651997734,IbsiNow,2023-09-12 23:53:00+00:00,0,Jews,0,"The Jews of India in Israel

Hosted by the 
@JerusalemCenter
 IBSI Founder & CEO, 
@DumisaniTemsgen
 discusses the B’nei Israel (children of Israel) community that left Israel during the 2nd century BCE and began returning from India shortly after World War I. Eliaz Dandeker is an author and public speaker who shares the history of B’nei Israel.

YouTube https://youtu.be/VBkREhaD7ZU?si=Q_SSyUCKLg3rDHa9
#India #Israel #Jews #Jerusalem"
1701745811238084779,richards1052,2023-09-12 23:53:00+00:00,0,Jews,0,Nope. You haven't gathered any of the 9-million Diaspora Jews who will never buy into your fraud.
1701745831148233186,CoachRogers92,2023-09-12 23:53:00+00:00,0,Jews,1,"Rosh Hashana begins this week & you are steady showing videos that leave out context w/the intent to ruin Jewish reputations & create divisions between Christians & Jews. The women in these videos were proselytizing Jews on Shabbat, our most holy day.  It's illegal in Israel & is literally an attempt to denegrate Judaism.  

In the words of 
@davidmdraiman
 , go fuck yourself."
1701745874638917664,MikeOxlongOMG,2023-09-12 23:53:00+00:00,1,Jews,0,"Criminal enterprises:
Italians = the Mob
Latinos = the cartel
Asians = the triad
Blacks = the gang

Jews = nothing to see here, youre just antisemitic"
1701745874919965053,TEStoneWrites,2023-09-12 23:53:00+00:00,0,Jews,1,"Babe, they literally blamed the Jews."
1701745876828307798,Cara_Jean_,2023-09-12 23:53:00+00:00,0,Jews,0,"....this is a ""I told you so moment"" for many people...
Hitler was wicked for killing millions of Jews...but Klaus Schwab is even more vile for devising to kill BILLIONS of people world wide...8 billion by whatever means necessary."
1701745913633407468,mike_dillaha,2023-09-12 23:53:00+00:00,1,Jews,0,Gassing the Jews was not a crime. But it was immoral for the same reason abortion is immoral.
1701745959053767021,pood57,2023-09-12 23:53:00+00:00,0,Jews,1,"Prior to May 1948, 100% of Palestinians were Jews
After May 1948, 100% of Palestinians are Arab.

United Nation's artificial people = Arab Palestinians

Talk Truth, not your hatred & bullshit
    ?????????? https://x.com/Marshall_H15/s/Marshall_H15/status/1697306917490643271"
1701746537313784020,Caesar_Skiba,2023-09-12 23:56:00+00:00,0,Jews,0,"Aaand here come the Zionist apologists with their excuses, rationalizations and back peddeling.

Jews, never at fault. Perfect, prestine and always right."
1701747206426898575,RichardKuntz17,2023-09-12 23:58:00+00:00,0,Jews,0,"The Jews in Defiance of History - Dovid Margolin, Commentary Magazine"
1701747323657674790,LoraDav28464804,2023-09-12 23:59:00+00:00,0,Jews,0,"Goldman is the only Jew I've ever heard, he is fan orthodox Jewish isn't he?   He is making false statements with the understanding he is a Godly  and follows the Mosaic Laws and we can believe him because of that. Should he donate his salary to Fellowship of Christians and Jews?"
1710444689814397077,edeniclight,2023-10-06 23:59:00+00:00,1,Jews,0,"These Ashkenazis are turncoats and traitors to Judaism, the Torah, and Yahwah. They disgust me. Standing with NAZIS after harassing half the damn world about antisemitism.....

These are the cultural clowns who endanger the lives of REAL TORAH ETHNIC JEWS..."
1710667684432810302,angeloinchina,2023-10-07 14:45:00+00:00,1,Jews,0,"Why this is happening in Israel today ???

Simply because the collective West closed an eye on this racist apartheid regime.
Israeli are doing to Arabs what Jews were enduring during WW2 against Nazi, nothing less.

Roles have been reversed, Israeli behaving like Nazis against Palestinians today.

Inconvenient truths."
1710682460378243500,RachelRileyRR,2023-10-07 15:44:00+00:00,0,Jews,0,"I just passed two cars in West London driving with Palestinian flags flying from each window, bouncing up and down in their cars, seemingly celebrating like they were having a party.

Make no mistake, this is a dangerous and terrifying time for all Jews around the world."
1710807085095551081,lsfletcher21,2023-10-07 23:59:00+00:00,0,Jews,1,1948 is almost 75 years ago.  Jews were completely displaced by WW2.  This area was under the British prior to that. And they set it aside for the Jews.  They've had to fight for it ever since.
1710807095141138876,rnikoley,2023-10-07 23:59:00+00:00,0,Jews,0,"You are dead-on. I grew up in a fundamentalist-Baptist, Evangelical, ""born-again"" environment.

It's in the code, baked in the cake.

Because Christianity subsumes Judaism (the OT), littered with refs to Jews being ""God's chosen people,"" (22 verses), that's the playing field."
1710807146152276317,_SpedKaczynski_,2023-10-07 23:59:00+00:00,0,Jews,0,Jerusalem doesn't belong to the Jews or the Muslims.
1710847035811696963,aliamjadrizvi,2023-10-08 02:38:00+00:00,0,Jews,0,"Seeing Jews and Muslims fighting over the shittiest piece of land on Earth makes me realize how privileged I am here in Canada. When you don’t have a hard-on for divinely sanctioned real estate allotment, the world is so much more beautiful.

Burn your holy books & open your eyes."
1711169305587621990,Mysterio__01,2023-10-08 23:58:00+00:00,0,Jews,1,What makes you think all jews represent Israel??
1711169356455973121,RitchieTorres,2023-10-08 23:59:00+00:00,0,Jews,1,"The DSA held a hate rally, chanting: “from the River to the Sea,” which is code for wiping Israel from the face of the earth.  

Let that sink in.  The DSA is calling for the destruction of the Jewish State amid the largest single-day massacre of Jews since the Holocaust.  When it comes to the butchering and kidnapping of Israeli civilians and children, the DSA leadership has no shame.  No decency. No humanity. Only hate.  

I have been warning for years about the deep rot of antisemitism at the core of the DSA and its enablers.  There’s no denying it anymore."
1711258885833507129,TorahJudaism,2023-10-09 05:54:00+00:00,0,Jews,0,"Judaism is Not Zionism! 

Israel is not the state of the Jewish people! 

Israel does not represent the Jews, and does not speak in their name! 

Jews are not responsible for the actions of the State of Israel! 

Anti-Zionism is not Antisemitism."
1711290559120199726,1aypilot,2023-10-09 08:00:00+00:00,1,Jews,0,god bless the true jews
1711385526534623618,normfinkelstein,2023-10-09 14:18:00+00:00,0,Jews,0,What the Nazis Did to the Warsaw Ghetto after Jews Dared Resist the Nazi Ubermenschen
1711391252363858383,ARanganathan72,2023-10-09 14:40:00+00:00,0,Jews,1,"Israel will exist until Islam obliterates it. Palestine is Waqf land. It is the duty of every Muslim to liberate it. Muslims must fight Jews and kill them. - Hamas Charter

Any Indian supporting Hamas or its current operation is a terror enabler. My views:"
1711477447705628861,Aleg49414532,2023-10-09 20:23:00+00:00,1,Jews,0,Jews are the only ones who learned nothing from the holocaust… except strategy
1711497069288976597,Bob_cart124,2023-10-09 21:41:00+00:00,0,Jews,0,"A timely reminder that this is NOT a Muslim vs Jew conflict.

MANY Jews, both religious and secular, stand with Palestine.

Judaism and zionism are NOT the same. 

#Gaza #Israel #Palestine"
1711497447950975423,SaysCL,2023-10-09 21:42:00+00:00,0,Jews,1,Look at what my Jewish students on campus have to deal with. Those paraglides were used to murder 300 Jewish young people. Only the Jews have to put up with this shit.
1711531592995209394,inaLaanDheere,2023-10-09 23:58:00+00:00,1,Jews,0,Like Ashkenazi Jews having no genome phenotype that even links them to the region. They are not the Israelites. They are Turkik in origin and resided in the Ukraine region circa 1000AD. Before WW2 there were 9 million of them. From 1200-1500s they were expelled from all of Europe
1711531594387693583,BwF9niq5dKworH0,2023-10-09 23:58:00+00:00,0,Jews,0,"urgent
 From inside Palestine..
 Jews burn the flag of Israel in protest against the crimes committed by their army and the export of hatred towards the Jews. Israel is collapsing internally and externally.

#?????_??????
"
1711531674381496676,Iamindo0,2023-10-09 23:58:00+00:00,0,Jews,0,"Jews, Christians, atheists &  hindus are all united cause of a common factor 'Muslims'.., Humanity is outta the window, they're in full support to see the downfall of innocent lives at all cost

Never you forget that Qur'anic verse & also the Munafiq fencist Muslims or appeasers"
1711531719508050089,CJsreef,2023-10-09 23:58:00+00:00,0,Jews,1,"That’s funny, I read this book called the Bible which put the Jews in Israel and Jerusalem about 8k years earlier. 

That must be wrong."
1711531864496689195,UltraMAGAk1ng,2023-10-09 23:59:00+00:00,0,Jews,1,"Very interesting how so many are up in arms about jews taking someone else's land, couldn't care less about someone else taking someone else's land. Hmm, what could trigger this reaction...What indeed ??"
1711531871337578736,MNose1960,2023-10-09 23:59:00+00:00,0,Jews,1,She's a rabid nationalist that hates Jews. It's not unusual. Very popular ideology in the 1930s. #ShaniLouk
1711531885447311616,EveKeneinan,2023-10-09 23:59:00+00:00,0,Jews,1," I am not ""beholden to all things Jewish."" 

I just (a) see no particular reason to dislike the Jews as a group, (b) see a number of reasons to be positively disposed toward believing, practicing Jews in particular, and (c) find frankly bizarre and insane this lens on the world where one sees every malign thing as somehow necessarily connected to the Jews. 

For example: what in the cinnamon toast fuck does the COVID vaccine have to do with Jews in any particular way? 

Governments and pharmaceutical corporations took advantage of the situation to attempt to accumulate more power and control and profit. This is what fallen, sinful human beings do. I don't doubt some of the bad actors pushing the vaccines were Jewish, but so were many who resisted them. Orthodox Jews in particular were quite bellicose in their resistance to lockdowns and vaccine mandates."
1711531951633424767,Itanduofores,2023-10-09 23:59:00+00:00,1,Jews,0,"The Zionists have started to pull out the Holocaust trauma card on the media. The Israeli Zionist  is the ultimate Anti-Semite movement. It intended to move all European Jews to Palestine, to legitimise and collaborate with Anti-Semite European states."
1711548821417717824,Imamofpeace,2023-10-10 01:06:00+00:00,0,Jews,1,"Palestinians making Hitler proud today in Sydney, Australia. Yelling “Gas the Jews” while waving black Al-Qaeda flags. Focus on the flags, they reveal a lot about who is supporting Hamas."
1711550007000826085,SuspendedRobot,2023-10-10 01:11:00+00:00,1,Jews,0,"I still can't wrap my head around the idea of Israel. So, a bunch of white germans kïlled a bunch of white jews. And somehow the solution for this is to take land from and colonize a 3rd middle east nation, who were not party to the conflict. The gall of Europeans."
1711596426814541976,RichardHanania,2023-10-10 04:16:00+00:00,0,Jews,1,I don’t think people get how much many Arabs hate Jews. It’s on a different level than normal levels of “racism” we are used to or you see in other societies. There’s a deep collective hatred and desire to inflict suffering. This is the tail end of that.
1711740774981734631,EcoSexuality,2023-10-10 13:49:00+00:00,0,Jews,1,"Are you FUCKING KIDDING me @Morning_Joe
?????? Ron Desantis is an OPEN ANTISEMITE, and you invited him on your show at this time? This man HATES JEWS WITH EVERY CELL IN HIS BODY. I am done and every Jew needs to stop watching your show forever. DISGUSTED."
1711887687282458959,SprinterFamily,2023-10-10 23:33:00+00:00,1,Jews,0,"Jewish rabbi: We are with the Palestinian government and the Palestinian people. Before the occupation of Palestine by the Zionists, the Jews lived in peace and harmony with the Muslims. Our wish is the re-establishment of the Palestinian state."
1711894199728279768,Ben_Dowsett,2023-10-10 23:59:00+00:00,0,Jews,0,"Also LOL: Is including my use of ""these people"" his attempt to...call me anti-Semitic? I...I think it is?? 

Actually that's less shocking when you remember he's the kind of Jew who looks down at other Jews. He probably legit thinks I'm not Jewish"
1711894238852522282,1ittlep1ittle,2023-10-10 23:59:00+00:00,1,Jews,1,"You can absolutely hold Zionist Israelis  in contempt for their crimes like what theyre doing is atrocious, but calling them the jews in the same sentence while saying the well known antisemtic trope that jews run the world is In the samr sentence of reparations for their cont"
1711894265041748024,Howard_Lovy,2023-10-10 23:59:00+00:00,0,Jews,1,"Doesn't it feel good to shriek ""Free Palestine"" on campus without knowing what the fuck you're talking about? Here's what you're talking about: the mass murder of Jews in their homes, the beheading of babies, and the rape and kidnapping of young women. Questions?"
1711894290916684239,LeoonfrankFrank,2023-10-10 23:59:00+00:00,0,Jews,0,"?? Jews who do not live in Israel have their own opinion on what is happening in Palestine.

#IsraelPalestineConflict"
1711894351071138161,localjisoofan,2023-10-10 23:59:00+00:00,0,Jews,0,"Even ""Jewish friends"" doesn't literally mean her friend group. Just a PR way to refer to a group of people coz ""to the Jews"" doesn't sound good sksks and yeah it does need to be addressed that being against the Zionist movement doesn't mean you're anti-Semite coz there are plenty"
1711894372168429863,wecarryswords,2023-10-10 23:59:00+00:00,1,Jews,0,"The ""Jews are White"" side of ZOG"
